,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
6558,pengguna mentang mentang berkuasa semua mau diambil bahkan juga kewenangan yudisial,1,1,1,0,0,0,1,0,0,1,0,0
6559,celaka uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0
6560,pengguna kamu kalau mau jadi pro belajar dulu enggak jangan langsung pap tete pap tete dong,1,1,1,0,0,0,0,0,1,1,0,0
6561,pengguna pengguna pengguna saya mau tanya yang di lakukan ahok sukmawati joshua ge pamungkas yang saat itu ramai mengandung unsur penistaan agama menurut pengguna dan pengguna itu penistaan agama bukan,1,0,1,0,1,0,0,0,0,1,0,0
6562,kasihan warga daerah khusus ibukota cuma di php belum dilantik anies kini batalkan janji kampanyenya yaitu soal uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
6563,usir buddha indonesia jika mereka diam melihat pembantaian ini uniform resource locator,1,0,0,1,1,0,0,0,0,0,0,1
6564,bagaimana keluarga presiden indonesia jawaban semua keluarganya punya prioritas dan kisahnya masing masing,0,0,0,0,0,0,0,0,0,0,0,0
6565,pengguna pengguna pengguna pengguna pengguna pengguna 3 kali mencalonkan presiden 3 kali gagal apa tidak itu namanya,1,1,1,0,0,0,0,0,1,1,0,0
6566,sebutan itu terlalu karena arti simbolisnya amat dalam untuk hal benderang ia tidur siang dengan kepala terbalik di bawah dan malah melek cari mangsa di gelap malam,0,0,0,0,0,0,0,0,0,0,0,0
6567,pengguna pengguna ya mungkin mbak mbak dan mas mas ini perlu kembali kebelakang mengulas sejarah pancasila dan kenapa di negara ini dulu sudah terbentuk pancasila tapi partai komunis indonesia masih ada berarti partai komunis indonesia berketuhanan dong,0,0,0,0,0,0,0,0,0,0,0,0
6568,pengguna mari kita tonton partai kebangkitan bangsa partai kebelet banget lawan ppp partai pepet presiden siapa yang jadi pemenangnya,1,0,0,1,0,0,0,0,1,0,1,0
6569,masyaallah indahnya melihat kedua tokoh tersebut allahu akbar,0,0,0,0,0,0,0,0,0,0,0,0
6570,situs sangiran jawa tengah luas empat puluh delapan kilometer persegi ditetapkan oleh unesco sebagai daftar warisan budaya dunia tahun 1996,0,0,0,0,0,0,0,0,0,0,0,0
6571,pengguna kabur pemain kamu saja yang tribun kosong dipanjat haha ah payah sudah kontol kontolan haha,1,1,0,1,0,0,0,1,0,0,1,0
6572,pengguna ayah aku oku tangan kiri alhamdulillah semua kerja dia boleh handle aku bersyukur dapat ayah yang istimewa,0,0,0,0,0,0,0,0,0,0,0,0
6573,masih tergolong baginya untung saja ia sudah meminta tolong kepada sesepuh di pasar untuk menggambarkan sebuah peta sederhana sebagai panduan baginya untuk menelusuri lingkungan sekitar tanpa perlu takut untuk tersesat namun mengingat,0,0,0,0,0,0,0,0,0,0,0,0
6574,pengguna pengguna kang aher berhasil kartu perlindungan sosial dengan bandara internasional jawa barat untuk meningkatkan ekonomi rakyat jabar untuk pembangunan generasi milenial nya ini yang nyata,0,0,0,0,0,0,0,0,0,0,0,0
6575,rt pengguna abg generasi micin sudah hafal kalau gesekan di memek itu nikmat uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
6576,pengguna nih,0,0,0,0,0,0,0,0,0,0,0,0
6577,kenapa tidak meminta sekalian lengserkan jokowi biar sekalian kelihatan gobloknya,1,1,1,0,0,0,0,0,1,0,0,1
6578,pengguna mahasiswa kocak cuma modus rakyat indonesia 250 juta bukan 25 orang,1,1,0,1,0,0,0,0,1,0,1,0
6579,pengguna berhamburan keluar,0,1,0,0,0,0,0,0,0,0,0,0
6580,pengguna hyunjin mau kejar kejaran kayak film hollywood sambil lempar bom,0,0,0,0,0,0,0,0,0,0,0,0
6581,pengguna lah kalau mana menganggap dirinya salah apa salahnya cinta kan maaf nih aku normal tapi tidak pernah tanggap yang bisexual sebagai kesalahan aku ingin hidup berdampingan sama orang orang yang dipandang sebelah sama,0,0,0,0,0,0,0,0,0,0,0,0
6582,rt pengguna pengguna pengguna pengguna bagaimana dengan junjungan kamu jam 1 bilang gebuk jam 1 15 jangan ada sweeping partai komunis indonesia,1,0,1,0,0,0,0,0,1,1,0,0
6583,pengguna pak pengguna walau anda muslim sebagai menteri agama anda wajib jujur jelaskan isi alquran yang sebenarnya,0,0,0,0,0,0,0,0,0,0,0,0
6584,kang sudrajat dan pak syaikhona didukung oleh para ulama jawa barat insyaallah jadi gubernur jabar 2019 2024 sudrajat syaikhu nomor tiga jawa barat asyik pilihan prabowo untuk jawa barat,0,0,0,0,0,0,0,0,0,0,0,0
6585,pengguna eh kamu partai komunis indonesia miband haha sudah tinggal sudah zaman jam besi mira,0,0,0,0,0,0,0,0,0,0,0,0
6586,pengguna jauh jauh dari pbg ke purwokerto hanya untuk ngeles,0,1,0,0,0,0,0,0,0,0,0,0
6587,ya kasihan nih para cewek cewek yang tidak pernah menonton jadi melihat atlet buka baju saja langsung pada,0,1,0,0,0,0,0,0,0,0,0,0
6588,pengguna pengguna apa enaknya crot di luar,0,1,0,0,0,0,0,0,0,0,0,0
6589,pengguna anggota dewan perwakilan rakyat nya saja yang dipotong,0,0,0,0,0,0,0,0,0,0,0,0
6590,iya negara ini sangat tak pantas dipimpin seorang yang tak paham mengelola negara dengan benar lengserkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1
6591,chadli mala dembele yang diganti tetapi sama sama sih,1,1,1,0,0,0,0,0,1,1,0,0
6592,komisi pemberantasan korupsi periksa gubernur dan calon wakil gubernur sumatra utara ijeck sah,0,0,0,0,0,0,0,0,0,0,0,0
6593,rt pengguna ruhut jangan jangan prabowo pernah strok fadhli zon jangan jangan ruhut indonesia lawyers club prabowo menyerang,0,1,0,0,0,0,0,0,0,0,0,0
6594,wooyyy ibumu pelacur ya pantas saja kelakuan kamu dasar anak haram pengguna wkwk di,1,1,0,1,0,0,0,1,0,0,1,0
6595,ada bahan baru buat dibahas buat 5 tahun ke depan bukan showtime doang bukan acara yang ada 3 makhluk dan yang dihebohkan fan dua belas,1,1,0,1,0,0,0,0,1,0,1,0
6596,buku lawas begitu peranan agama dan moral dalam pembangunan masyarakat dan ekonomi indonesia syafruddin prawinegara tahun 1966 32 hal harga 150 000 minat,0,0,0,0,0,0,0,0,0,0,0,0
6597,njinggg banyak gaya pakai blok blok wa,1,1,1,0,0,0,0,1,0,1,0,0
6598,pengguna pengguna pengguna itu adalah ceramah untuk kalangan internal dan saya yakin setiap pemuka agama akan mengkhutbahkan yang sama sama kayak istilah untuk non muslim dalam agama islam dan domba tersesat dalam agama kristen kalau dogma agama bisa,0,0,0,0,0,0,0,0,0,0,0,0
6599,kata cewek semua lelaki itu nah guys kalau kamu berbanggalah berarti kamu laki,0,1,0,0,0,0,0,0,0,0,0,0
6600,provinsi gorontalo dengan visi dan misi gubernur menjadikan sektor perikanan dan kelautan sebagai salah satu program prioritas dalam peningkatan ekonomi kerakyatan dimana pembangunan sektor perikanan dan kelautan diharapkan,0,0,0,0,0,0,0,0,0,0,0,0
6601,rt pengguna tiap pulang mama selalu bertanya mana pacarnya suruh main kesini yaelah sama anakmu ini masih tergila sama orang kuriahh,0,0,0,0,0,0,0,0,0,0,0,0
6602,pengguna adakan makanya saya kan mau nyanyi district sama juga,0,1,0,0,0,0,0,0,0,0,0,0
6603,ya ampun adem banget nih saudari fungsionaris pengguna,0,0,0,0,0,0,0,0,0,0,0,0
6604,headline transaksi tunai dibatasi maksimal rupiah 100 juta ekonomi terganggu,0,0,0,0,0,0,0,0,0,0,0,0
6605,pengguna pengguna freeport tidak bisa diganggu gugat tanya orde baru mereka yang bikin perjanjian abadi,0,0,0,0,0,0,0,0,0,0,0,0
6606,x yang dimaksud rg bukan al alquran iya yakin memang al alquran bukan kitab suci x yakinlah dia tidak maksud begitu iya ahok juga tidak bermaksud menista agama lo x oi tidak bisa lah bohong dia dasar,1,1,1,0,1,0,0,0,0,1,0,0
6607,gubernur indonesia,0,0,0,0,0,0,0,0,0,0,0,0
6608,rt pengguna besok kalau prabowo mencalonkan presiden lagi kalau masih teriak teriak negara kesatuan republik indonesia harga mati jangan dipercaya ya,1,0,1,0,0,0,0,0,1,1,0,0
6609,pengguna pengguna ogah presiden kacung siapapun orangnya yang penting juga presiden kacung,1,1,1,0,0,0,0,0,1,1,0,0
6610,kalau begini bagaimana rakyat tidak curiga bahwa sekarang anti islam pak uniform resource locator,1,0,1,0,1,0,0,0,0,1,0,0
6611,pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna katanya rakyat hidup susah di jokowi kok bisa ke rusia,0,0,0,0,0,0,0,0,0,0,0,0
6612,kamu,1,1,1,0,0,0,0,0,1,1,0,0
6613,ketika anda lihat jangan lah anda takut siapa tau itu sedang mencari saudaranya dan mungkin itu anda ketik ketik,0,1,0,0,0,0,0,0,0,0,0,0
6614,pengguna pengguna sih sudah pasti memakai rohingya untuk serang pengguna,1,0,1,0,0,0,0,0,1,1,0,0
6615,pengguna iya memang kayak begitu sih kadang umur sebegitu sudah pada merokok dan orang tuanya itu b saja terus ya kalau berbicara kayak begitu kayak berbicara biasa saja gue kan juga sering berbicara begitu di sini tetapi kalau lagi marah begitu,0,1,0,0,0,0,0,0,0,0,0,0
6616,pengguna haha selamat bergalau ria,1,1,1,0,0,0,0,0,1,1,0,0
6617,rt pengguna pengguna apa dia berani bilang isu saracen digoreng untuk serang lawan lawan jokowi,1,0,1,0,0,0,0,0,1,1,0,0
6618,ya pendukung agus harimurti yudhoyono hypertext transfer protocol over secure socket layer t co gmezpoylsy,1,1,0,1,0,0,0,0,1,0,1,0
6619,pengguna warga semarang prihatin kontroversi puisi gus mus,0,0,0,0,0,0,0,0,0,0,0,0
6620,model seksi sini di direct message sama gue pret detail fr bule,0,1,0,0,0,0,0,0,0,0,0,0
6621,persetan dengan bocah yang sok kerad kecewa sekolah ganti nama sok pemes kamu tong biar apa coba sekolah kamu kerjaannya cuma pacaran tidur sama jajan saja sok sok an bilang harga diri,1,1,1,0,0,0,0,1,0,1,0,0
6622,pengguna layak di bubarkan mari kita buat referendum rakyat untuk bubarkan dewan perwakilan rakyat,1,0,0,1,0,0,0,0,1,0,0,1
6623,pengguna perusak diet,0,1,0,0,0,0,0,0,0,0,0,0
6624,pengguna pengguna kalau pengguna tidak laporkan pengguna sekalian berarti fix kalau satu gerbong,0,0,0,0,0,0,0,0,0,0,0,0
6625,pengguna enggak usah diingatkan dong kamu,0,1,0,0,0,0,0,0,0,0,0,0
6626,terima keputusan presiden kalau partai komunis indonesia muncul gebuk,1,0,0,1,0,1,0,0,0,0,1,0
6627,minggu pertama digitasi minggu kedua rektifikasi proses pembaruan pbb layouting pbb menyenangkan sekali kp di sini bisa belajar map info global mapper arcgis sama autocad dimana saya di apps tersebut,0,0,0,0,0,0,0,0,0,0,0,0
6628,pengguna aduh bagaimana mata gue yang banget padahal im not a cina myself aduh sabar ya adikku,0,0,0,0,0,0,0,0,0,0,0,0
6629,terima kasih pak gubernur atas pujiannya,0,0,0,0,0,0,0,0,0,0,0,0
6630,pengguna islam pakai huruf gede semua wah tenang kami tidak mata tidak hati dan tidak hilang nurani kamu boleh memilih semaumu jadi aku pun boleh memilih semauku adilkan kecuali kamu tidak mengerti makna keadilan,0,0,0,0,0,0,0,0,0,0,0,0
6631,indonesia palsu tanah pelacuran,1,1,0,1,0,0,0,1,0,0,1,0
6632,pengguna pengguna memang menurut kamu tim 1 tidak pakai usaha di produce semua orang mulai dari 0 sampai akhirnya bisa ke titik tertinggi di sana tim 2 memang bisa perform lancar tanpa tetapi dilihat darimanapun tim 1 lebih bagus dan pantas buat men,0,0,0,0,0,0,0,0,0,0,0,0
6633,presiden jongos selalu menunggu aba tuan cina nya apalagi yang dibantai muslim bukan cina,1,1,1,0,1,1,0,0,0,1,0,0
6634,pengguna para otak micin banyak bertanya om bud kenapa pemerintah mesti keluar duit untuk freeport kan sudah mau habis kontrak nya mungkin om bud bisa membantu,1,1,0,1,0,0,0,0,1,0,1,0
6635,nih gue lengkapi dengan videonya kitab suci itu adalah fiksi pengguna penista agama itu bernama pengguna,1,0,1,0,1,0,0,0,0,1,0,0
6636,dan gus dur bersikap sebagai seorang pemimpin muslim yang ramah idealis namun mencintai perbedaan pluralisme keren,0,0,0,0,0,0,0,0,0,0,0,0
6637,mantap,0,0,0,0,0,0,0,0,0,0,0,0
6638,semua salah jokowi hanya di jahat diktator otoriter zalim inilah membuat organisasi papua merdeka sampai mulai uniform resource locator,1,0,1,0,1,1,0,0,0,1,0,0
6639,nama,1,1,1,0,0,0,0,0,1,1,0,0
6640,keren,0,0,0,0,0,0,0,0,0,0,0,0
6641,pengguna pengguna untung presidennya bapak jokowi mungkin kalau bukan beliau pasti nih bandara sudah mangkrak di tengah jalan terima kasih bapak presiden salam 2 periode,0,0,0,0,0,0,0,0,0,0,0,0
6642,kepala unit binaan masyarakat inspektur polisi dua mt hutasoit melaksanakan sambang dan menyampaikan pesan pesan keamanan dan ketertiban masyarakat tentang pilihan gubernur dan pilihan kepala daerah 2018 kepada karyawan bank rakyat indonesia ranting muara damenra dan kawan kawan di desa hutanagodang kecamatan muara kabupaten tap utara,0,0,0,0,0,0,0,0,0,0,0,0
6643,meski banyak isu yang menerpa seperti feminisme rasialisme dan bahkan kayak di film mulan frozen dan remake live action cantik and the beast tetap salah satu kekuatan film animasi disney pada lagu lagunya yang bisa bikin penonton ikut sing along menyenangkan,0,0,0,0,0,0,0,0,0,0,0,0
6644,pengguna seriawan hamid marah besar saya menilai presiden amp jajarannya berpotensi jadi penghianat bangsa terkutuklah kalian jika kelak terjadi petaka pada negeri ini pengguna pengguna pengguna pengguna pengguna pengguna,1,0,0,1,0,0,0,0,1,0,0,1
6645,pengguna pengguna plonga plongo kacung cina sudah plonga plongo lagi haha,1,1,1,0,0,1,0,0,0,1,0,0
6646,bom jiah,0,0,0,0,0,0,0,0,0,0,0,0
6647,pengguna pengguna ya sudah nanti kita jalan berdua tinggalkan saja,0,0,0,0,0,0,0,0,0,0,0,0
6648,gubernur yang membuat bangga bangsa indonesia,0,0,0,0,0,0,0,0,0,0,0,0
6649,i added a video to a pengguna playlist,0,0,0,0,0,0,0,0,0,0,0,0
6650,wkwk ini itu kayak habis putus terus terngiang ngiang dulu itu yang memandikan kucing dia eeeeeee baik baik,0,1,0,0,0,0,0,0,0,0,0,0
6651,pengguna haha bikin yang menonton pada ikutan seperti dadan kalau sudah main main gitar,0,1,0,0,0,0,0,0,0,0,0,0
6652,jokowi anti islam akan diusung lawan lawan politik buzzer dari,1,0,1,0,1,0,0,0,0,1,0,0
6653,pengguna barometernya sudah terang di pilihan kepala daerah daerah khusus ibukota pertahanan 60 dan pada akhirnya tumbang di kotak pemilih dan hasilnya dapat gubernur yang akan membawa rahmat bagi semua,0,0,0,0,0,0,0,0,0,0,0,0
6654,semakin lama semakin terdedah luka dan aku,0,0,0,0,0,0,0,0,0,0,0,0
6655,rt pengguna pengguna pengguna lagi pada ngeles om anies sandi,1,0,1,0,0,0,0,0,1,1,0,0
6656,allah subhanahu wa taala tak paham toleransi harus dibuang pengguna ingin belajar toleransi keindonesiaan gabung sabang merauke 2016,1,1,0,1,1,0,0,0,0,0,0,1
6657,jangan sedih kalau pas makan siang lihat sendok saja ada pasangannya garpu tidak ada pasangannya kok sama dia saja,0,0,0,0,0,0,0,0,0,0,0,0
6658,rt pengguna pengguna boleh banget ini memang anti islam dan anti ulama ini buktinya uniform resource locator,1,0,0,1,1,0,0,0,0,0,1,0
6659,pengguna pengguna pengguna kamu bawa bawa squad,1,1,1,0,0,0,0,0,1,1,0,0
6660,setuju usir saja keturunan arab india cina termasuk kamu zul uniform resource locator,1,0,0,1,0,1,0,0,0,0,0,1
6661,jadi sebenarnya dokumen hasil tim pencari fakta munir itu tidak hilang yang hilang adalah nyali politik jokowi kenapa apa karena kasus ini terjadi di era mega,1,0,1,0,0,0,0,0,1,1,0,0
6662,pengguna ayas,0,1,0,0,0,0,0,0,0,0,0,0
6663,badan pengawas pemilihan umum menyatakan partai keadilan dan persatuan indonesia lolos memenuhi syarat mengikuti pilihan kepala daerah 2019 liputan 6 sctv,0,0,0,0,0,0,0,0,0,0,0,0
6664,2 presiden pengguna yakin indonesia akan menjadi negara yang semakin besar kokoh dan kuat apabila ulama dan umara nya selalu beriringan serta menjaga tali silaturahmi jokowi ajak ulama sejukkan pemilihan kepala daerah,0,0,0,0,0,0,0,0,0,0,0,0
6665,pengguna aku enggak dicepatkan lo akhirnya sendiri woi iya ikutan tahan napas aku pas kejar kejaran,0,0,0,0,0,0,0,0,0,0,0,0
6666,pengguna es degan negaranya ada kedutaan besar israel dan menjalin hubung diplomatik jokowi tidak menjalin hubung diplomat es degan yahudi,0,0,0,0,0,0,0,0,0,0,0,0
6667,pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna salut atas keikhlasan pengguna bersedekah menghabiskan dana miliar untuk,0,0,0,0,0,0,0,0,0,0,0,0
6668,kunjungan anies ke turki tuai pujian ribuan warganet katanya ini gubernur apa presiden selengkapnya,0,0,0,0,0,0,0,0,0,0,0,0
6669,pengguna kayak kamu,1,1,1,0,0,0,0,0,1,1,0,0
6670,pengguna anda hebat bisa mengukur kadar keimanan seseorang tetapi kadarmu tak kamu lihat apakah anda tergolong orang yang sudah mata hatinya,1,1,1,0,0,0,1,0,0,1,0,0
6671,rt pengguna orang tanpa gangguan mental adalah orang yang paling logis,0,0,0,0,0,0,0,0,0,0,0,0
6672,pengguna biasa sih somad sebenarnya ingin minum kopi di starbucks tetapi tidak bisa mad somad pengguna iya minum kopi ayo terus entar gue tampari kamu biar tambah monyong,1,1,1,0,0,0,0,0,1,1,0,0
6673,pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna yang mau ganti presiden calon tidak,0,0,0,0,0,0,0,0,0,0,0,0
6674,deklarasi pilihan kepala daerah 2018 aman dan anti hoaks warga panggreh jabon,0,0,0,0,0,0,0,0,0,0,0,0
6675,dari 2 tahun lalu teriak teriak jokowi diktator tapi sampai sekarang yang teriak kayak begitu tetap bisa hidup nyaman ironis menurut gue,1,0,1,0,0,0,0,0,1,1,0,0
6676,sih bukan cuma pemain sepak bola tapi juga jualan bahan kimia uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
6677,soal ujian sekolah sekolah dasar pendidikan agama islam pai,0,0,0,0,0,0,0,0,0,0,0,0
6678,rt pengguna di fuck sama kuda uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
6679,islam nusantara hanya sebagai taming dan syiah liberal untuk menghancurkan islam di indonesia,0,0,0,0,0,0,0,0,0,0,0,0
6680,pengguna pengguna pengguna partai keadilan sejahtera juga itu,1,0,0,1,0,1,0,0,0,0,1,0
6681,pengguna patung tugu rata menawar besanding lokasi di di simpang tiga kampung kagungan ratu kecamatan tulang bawang lampung tebak gambar im3 ooredoo pengguna pengguna pengguna pengguna pengguna,0,0,0,0,0,0,0,0,0,0,0,0
6682,angkat tangan jangan bergerak serius sumpah demi apa lucu,0,0,0,0,0,0,0,0,0,0,0,0
6683,pengguna pengguna apa yang dilakukan o pemerintah sekarang memang perlu mendapat apresiasi di sisi lain ada beberapa pekerjaan rumah yang perlu di selesaikan semoga di periode ke 2 bisa di tingkatkan pak deh harus berani kamu membenahi pekerjaan rumah,0,0,0,0,0,0,0,0,0,0,0,0
6684,saya mengajak agar para ulama mendinginkan situasi menyejukkan situasi ungkap presiden jokowi pengguna,0,0,0,0,0,0,0,0,0,0,0,0
6685,saya bukan ahli ekonomi tapi pernah dengar kalau cetak banyak uang malah membuat inflasi dan rupiah harga cetaknya sesuai nominalnya kok bisa admin pengguna berkata seperti itu mohon koreksi kalau salah,0,0,0,0,0,0,0,0,0,0,0,0
6686,pengguna tertawa memaki diri sendiri wkwk eh by the way kamu out dari ena bang,0,0,0,0,0,0,0,0,0,0,0,0
6687,kali ini saya angkat jempol sama pengguna bukan pada soal isi pernyataannya melainkan pada tindakannya yang bisa jadi aksi tes the water dengan begini ketahuan mana pembela agama sejati dan mana yang abal abal yang mendukung pernyataan pengguna,0,0,0,0,0,0,0,0,0,0,0,0
6688,mau marah tetapi kok kasihan sama yang sudah kerja keras tanpa tetapi kalau didiamkan yang kerja keras banyak malah tambah bau mulutnya,1,1,1,0,0,0,1,0,0,1,0,0
6689,oh ya lupa terima kasih banyak pak sejak bapak jadi presiden barulah jalan negara di tempat kami terjamah aspal mulus pos lintas batas tidak malu memalukan lagi serasa sudah berada di surga pak,0,0,0,0,0,0,0,0,0,0,0,0
6690,cont mendekati phoebe dengan tatapan entah lah keanu tidak merasa terintimidasi hanya saja terlalu tidak ramah untuk orang yang baru bertemu sementara ilya yang berada di gendongan nya pun ia hadapan kan ke depan tangan mungil nya,0,0,0,0,0,0,0,0,0,0,0,0
6691,pengguna pengguna suruh sih munawar itu mimik kencing munawar yang,1,1,1,0,0,0,0,0,1,1,0,0
6692,pengguna bisa tapi harus siap diejek dan sebagainya,0,0,0,0,0,0,0,0,0,0,0,0
6693,pengguna pengguna merebut saham utang lagi utang lagi tukang tipu duit pinjaman terus dipakai untuk pencitraan somplak benar ini,1,1,1,0,0,0,0,0,1,1,0,0
6694,pengguna oh scamming ya urus lah orang kamu butuh,1,1,1,0,0,0,0,0,1,1,0,0
6695,orang yang sering tertawa belum tentu dan orang yang tidak pernah tertawa belum tentu waras,0,0,0,0,0,0,0,0,0,0,0,0
6696,pengguna tangkap dan bunuh saja itu percuma kalau mengharap sama penegak hukum,0,1,0,0,0,0,0,0,0,0,0,0
6697,pengguna eh bang baru kelihatan,0,1,0,0,0,0,0,0,0,0,0,0
6698,pengguna iya game yang diangkat film yang bagus apa coba assassin si creed juga residen evil mungkin oke,1,1,0,1,0,0,0,0,1,0,1,0
6699,tak pasal keluar perkataan bila baca last twit uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
6700,pengguna pengguna dan saya yakin anis menang di gurun pasir banyak nya,1,1,1,0,0,0,0,0,1,1,0,0
6701,pengguna,0,1,0,0,0,0,0,0,0,0,0,0
6702,pengguna sih sudah menumpang makan sama rakyat kerjanya cuma bisa nyinyir,1,1,1,0,0,0,0,0,1,1,0,0
6703,pengguna iya sih tapi sampai emak ku bilang tertawa nya kayak,0,0,0,0,0,0,0,0,0,0,0,0
6704,yang patut ditunggu oleh kita semua hoaks mulai membangun ahok seperti nelson mandela pertanyaan memalukannya selanjutnya adalah apakah ahok ditahan di lupa seperti mandela mandela itu pahlawan sementara ahok itu pemimpin yang suka marah marah di,1,0,0,1,0,0,0,0,1,0,1,0
6705,pengguna basmi dulu punya kamu malah memperhatikan orang lain sih,1,1,1,0,0,0,0,0,1,1,0,0
6706,ganyang partai komunis indonesia itu kewajiban dalam menjaga negara kesatuan republik indonesia dan pancasila uniform resource locator,1,0,0,1,0,1,0,0,0,0,0,1
6707,pengguna keren amat warung tegal pakai mejanya,0,0,0,0,0,0,0,0,0,0,0,0
6708,pengguna memang dipikirnya ada agama asli indonesia islam impor kristen impor hindu impor buddha impor yahudi impor bahkan komunisme pun impor yang tidak impor itu aliran animisme dan dinamisme mau dipelihara lagi aliran jahiliyah itu x ya,1,0,1,0,1,0,0,0,0,1,0,0
6709,pengguna pengguna pengguna pengguna pengguna pengguna memikirnya mengocok ya,0,1,0,0,0,0,0,0,0,0,0,0
6710,pengguna sama ku dulu negeri dan termasuk yang favorit jadi favorit buat yang minoritas karena tidak jadi minoritas di sana 50 50 yang muslim amp kristen katolik di kelasku malah masing masing sepertiga tidak tahu sekarang masih begitu tidak,0,0,0,0,0,0,0,0,0,0,0,0
6711,seni budaya,0,0,0,0,0,0,0,0,0,0,0,0
6712,pengguna pengguna pengguna yang jelas karena bukan orang orangnya ahok atau p jokowi dianggap bukan menghina islam tetapi cuma kepleset lidah saja itulah kalau bela bela agama cuma diniatkan menghajar lawan politik agama kok jadi alat transaksi politik memal,1,0,1,0,1,0,0,0,0,1,0,0
6713,pengguna kuda sepertinya bukan wkwk,0,0,0,0,0,0,0,0,0,0,0,0
6714,dasar jadi cina kok mau saja bayarkan kucing model begituan,1,1,1,0,0,1,0,0,0,1,0,0
6715,seandainya hari ini kita membiarkan penyakit berkudis ini bertapak maka sedikit demi sedikit ia akan menjadi barah yang tidak mampu diobati kata punya amin utusan malaysia utusan online uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0
6716,pengguna pengguna halo kebetulan skripsiku dulu tentang juga coba saja kamu cari tentang website suara kita untuk jakarta kalau km ke yogyakarta km bisa coba ke lembaga swadaya masyarakat kebaya good luck,0,0,0,0,0,0,0,0,0,0,0,0
6717,pengguna sudah kamu tanya aku jawab lah haha sudah itu kamu ingat aku tau orang roman macam mana tapi aku rasa banyak guna tangan lah nak apa tunjuk je macam beli kuih raya,0,0,0,0,0,0,0,0,0,0,0,0
6718,even dia ustaz berserban berjubah putih tapi kalau drive macam celaka dia tetap tergolong dalam golongan ya anak anak,1,1,1,0,1,0,0,0,0,1,0,0
6719,serba mendadak mendapat peci mendadak dekat ulama mendadak singgah pesantren mendadak mirip sahabat nabi kitab suci fiksi mendadak bela islam bawa perasaan salah tempat 411 212 kemana saja,0,0,0,0,0,0,0,0,0,0,0,0
6720,media oposisi sebaiknya jokowi mundur itu lebih negarawan uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
6721,siapppp sebenarnya tidak menunggu 2019 lebih cepat lebih baik jokowi kita lengserkan sebelum negeri ini kacau balau,1,0,1,0,0,0,0,0,1,0,0,1
6722,pengguna contohnya kalau kita lihat bayi yang baru lahir ada yang ada yang dilahirkan dalam keadaan x sempurna macam bayi lain adakah itu tanda allah zalim pada hambanya tidak allah tahu apa yang kita x tau sabarlah dengan ujian allah,0,0,0,0,0,0,0,0,0,0,0,0
6723,pengguna gue nih aslinya kalau suruh kasih saran sama kritik asli sudah sok far bagus cukup bikin penasaran tapi gue merasa kayak cepat banget begitu mungkin kamu harus sedikit menambah narasi kali ya,0,1,0,0,0,0,0,0,0,0,0,0
6724,pengguna aduh kok kesannya insensitive begitu ya sis gede rasa gede rasa bom tempo hari asosiasi cadar makin negatif eh sekarang ketambahan ini,0,0,0,0,0,0,0,0,0,0,0,0
6725,pengguna pengguna pengguna pengguna pengguna pengguna pengguna ini pasti pekerjaan tlembuk yang stres akibat jagonya nyungsep di jabar jawa tengah dan jawa timur,1,1,0,1,0,0,0,0,1,0,1,0
6726,sinergitas dalam menanggulangi terorisme badan nasional penanggulangan terorisme datangi kepolisian daerah bali dalam rangka menyukseskan pilihan kepala daerah serentak 2018 dan tahapan pemilihan umum 2019 di wilayah provinsi bali badan nasional penanggulangan terorisme badan nasional penanggulangan terorisme datangi,0,0,0,0,0,0,0,0,0,0,0,0
6727,pengguna pengguna pengguna men mensiv kalian uhuwww tidak kerasa mw brojol iya semoga langgeng jangan tengkar tengkar kayak bom bom car semoga menjadi panutan aku yang baik sudah gubya mwaaaa,0,0,0,0,0,0,0,0,0,0,0,0
6728,di wayang golek semar dan keluarga mereka selalu di oleh dorna dan orang yang tidak suka terhadap mereka tapi semar dan keluarga selalu memaafkan perbuatan mereka sebelum mereka meminta maaf langsung,0,0,0,0,0,0,0,0,0,0,0,0
6729,mata najwa debat jakarta sih cina ahok belum banget sok pintar banget lagi asal bukan ahok,1,1,1,0,0,1,0,0,0,1,0,0
6730,pengguna susu manis susu kental manis,0,0,0,0,0,0,0,0,0,0,0,0
6731,pengguna norak memang,1,1,0,1,0,0,0,0,1,0,1,0
